id,title,release date,genres,director,producers,actor,supporting actors,media format,run time,MPAA rating,subtitles,studio,Item model number,Date First Available,IMDb,audio languages
B003XF1VGG,Castle Of Blood,"July 26, 2010",Horror,Sinister Cinema,,,,NTSC,1 hour and 22 minutes,,,Sinister Cinema,B003XF1VGG,,,
B000056PPK,The Freddie Mercury Video Collection [VHS],"January 23, 2001",Music Videos & Concerts,,,"Mercury,Freddie",,,,,,Umgd,,"October 7, 2006",,
B00022XPDU,Bottom Out,"June 15, 2004",Drama,,,"Jones,Nicholl",,"Multiple Formats,AC-3,Closed-captioned,Color,Dolby,Subtitled,NTSC",1 hour and 22 minutes,s_medNotRated NR (Not Rated),,Maverick,,,,
B00005RIXZ,Commandos Elite Special Forces: Attack on Terrorism,"November 6, 2001",Documentary,,,Commandos-Elite Special Forces,,"Box set,Color,NTSC",3 hours and 10 minutes,s_medNotRated NR (Not Rated),,Madacy Records,,,,
B003J7HOCI,When Worlds Collide,"September 14, 2010",Documentary,,,,,"Multiple Formats,Color,NTSC",1 hour and 30 minutes,s_medNotRated NR (Not Rated),,PBS,7507940,,,
B001JV5BAS,The Best Of Benny Hill [DVD],"January 13, 2009",Top Sellers,,,"Hill,Benny",,"Multiple Formats,Color,Dolby,Full Screen,NTSC",1 hour and 27 minutes,s_medNotRated NR (Not Rated),,Artisan / Lionsgate,4649643,,,
B00259HBA6,Babybabyohbaby,"April 3, 2009",Special Interests,,,,,NTSC,,s_medNotRated Unrated (Not Rated),,Seedsman,14411953,,,
B009SV40S0,The Harvest,"October 19, 2012",Horror,Brian Lupo,,"Timothy Huston,Riana Fisher,Lindsey Chesus",,NTSC,1 hour and 4 minutes,,,,,,,
6303594034,I Want My Mtv [VHS],"August 6, 1996",All Sony Pictures Titles,,,"Bill Bellamy,Pat Benatar,Stewart Copeland,Daisy Fuentes,Toby Huss",,,45 minutes,,,Sony,,"June 15, 2006",,
B0064J705E,Spoils of War,2011,Action,Jean Liberté,"Hal Olofsson,Patrick McManus,Sean Buck","Krash Miller,Preston James Hillier,Christopher Karl Johnson","Russell Whaley,Chad Kodiak",Prime Video (streaming online video),1h 27min,,English [CC],"Phase 4 Films (USA),LLC",,,2.9,English
